Ioff,Ion,SS,Vth
106.765,50.1439,76.193,29.267
102.586,49.9294,75.1945,25.549
118.287,50.723,72.726,36.868
102.376,50.1936,78.8545,26.526
106.128,50.0394,70.215,27.18
107.176,49.904,76.686,29.579
103.93,50.264,74.469,26.112
105.026,49.9791,76.002,27.801
109.601,50.1422,75.42,31.283
116.25,50.075,74.866,36.324
111.166,50.1211,71.895,30.88
101.203,49.5738,77.6147,25.222
102.86,49.9957,78.857,26.838
107.274,50.3234,72.729,28.232
107.13,50.0448,73.647,28.521
105.339,49.9369,74.974,27.554
107.08,49.6149,77.737,30.003
111.445,50.1253,73.296,31.762
110.744,50.1225,72.661,31.076
108.511,49.5726,73.545,29.732
100.994,49.8931,76.541,24.636
98.6215,49.8368,76.4832,22.674
99.4098,49.4402,75.9599,23.046
93.3598,49.349,80.2328,19.4
98.3637,49.9919,76.9887,22.605
100.689,49.9882,78.3963,24.817
110.299,50.233,73.411,30.845
105.133,49.7321,75.834,27.437
102.896,49.8862,75.073,25.727
97.5625,49.5924,80.3038,22.967
103.193,49.7814,76.19,26.124
102.918,49.7448,79.049,26.938
101.242,50.0803,76.6267,24.745
93.3455,49.7087,78.2333,18.908
118.515,50.5212,71.306,36.127
99.0212,49.5117,78.1555,23.5
104.628,50.045,74.685,26.757
110.548,50.1726,75.964,32.341
111.366,49.5692,73.677,32.408
98.5508,49.511,76.8768,22.636
108.073,50.7882,76.501,30.163
101.952,49.2468,80.4245,26.786
112.844,49.9604,71.419,31.966
101.631,49.759,79.14,25.775
104.305,49.499,74.104,26.351
107.034,49.7267,74.676,29.129
102.193,49.9772,79.6017,26.685
113.317,50.4755,71.231,32.209
100.639,50.2136,77.2971,24.454
100.592,49.4347,76.0348,24.388
103.571,49.8553,75.059,26.365
99.4547,50.1619,76.5069,23.344
96.8441,49.364,76.3685,21.085
102.676,49.5707,76.743,26.204
100.249,50.01,79.6877,24.963
98.9485,49.8341,80.2741,24.141
99.719,49.5143,79.5613,24.602
114.825,50.3848,75.422,35.411
110.265,49.35,72.245,31.025
108.279,49.8014,76.738,30.681
108.227,50.1586,75.301,29.891
102.689,49.6283,76.774,26.128
101.171,49.9918,75.8968,24.592
110.461,50.0057,74.298,31.299
97.5402,49.4351,75.3378,21.435
107.338,49.7983,78.843,30.487
108.906,49.8823,74.757,30.176
111.004,49.822,73.664,32.068
103.144,49.6724,74.904,25.725
98.8202,49.6814,76.3907,22.962
108.148,50.2176,75.739,29.872
114.333,50.1593,74.916,35.305
109.397,50.2217,74.576,30.587
98.6252,50.0691,75.7382,22.376
101.533,49.8658,76.5443,24.98
108.096,50.1342,74.693,29.494
109.021,50.2571,74.013,30.042
97.1034,49.5778,75.3054,21.116
103.751,49.8594,78.089,27.295
103.385,50.079,76.52,26.556
103.374,49.6062,76.391,26.382
97.3994,49.3675,77.1477,21.822
98.0048,49.4176,77.2405,22.386
100.195,49.519,77.2023,24.341
99.491,50.1098,76.9361,23.257
101.372,49.7056,77.6429,25.365
101.094,49.9525,77.34,25.009
101.515,49.6971,75.3914,24.286
99.7191,49.8287,73.1462,22.443
106.016,50.4173,74.52,27.971
102.008,49.6188,78.1953,25.849
102.346,49.5055,74.0148,24.763
116.861,50.3251,76.06,37.525
96.5691,49.5101,76.7402,21.019
105.009,50.0734,76.365,27.712
104.898,50.3842,77.454,27.665
98.0617,49.2785,78.8368,22.796
106.334,49.9989,77.089,29.143
99.4331,49.6968,76.9407,23.45
107.146,50.1304,78.803,30.38
97.3891,49.4372,75.6013,21.433
103.205,49.8679,77.573,26.653
105.465,50.0529,77.564,28.362
105.004,49.8152,77.705,28.052
109.552,49.6985,70.96,29.856
106.952,49.6991,75.169,29.038
102.238,49.4471,79.8923,26.807
106.155,50.1602,75.234,28.24
99.736,49.5737,75.3401,23.029
110.13,50.1285,73.204,30.673
113.451,50.5843,71.941,32.409
96.3386,49.4195,77.6254,21.148
114.731,50.7678,72.533,33.509
113.93,50.8022,71.022,32.611
104.776,49.8893,77.642,28.049
110.02,50.3702,73.041,30.514
95.2139,49.3647,76.9818,20.06
104.78,49.5566,75.575,27.068
102.925,50.1911,77.077,26.188
115.881,50.5111,74.266,35.2
104.886,50.0399,78.391,28.498
98.8424,49.7297,79.4738,23.78
112.094,50.7754,73.786,32.302
96.12,50.2834,77.8377,21.012
103.615,49.9637,75.668,26.41
100.633,49.3282,77.977,24.812
103.988,49.5996,76.777,26.885
100.669,49.6981,75.1471,23.904
106.431,50.2559,74.199,27.913
107.653,49.8412,78.796,30.701
93.242,49.5659,78.5635,18.9
98.033,49.7667,78.5097,22.714
101.802,50.044,78.3192,25.964
100.376,49.7749,75.0601,23.729
103.199,49.9697,74.3184,25.536
104.422,50.2307,75.989,27.035
111.863,50.2863,73.94,32.21
112.238,50.1639,72.922,32.295
100.197,49.3773,80.1437,24.978
111.331,49.96,75.293,32.495
105.2,50.1894,74.739,27.378
112.75,50.0947,74.69,33.793
111.376,50.2482,78.466,33.455
110.347,50.3264,76.239,32.185
112.946,50.2104,76.414,34.169
108.445,49.8427,77.789,31.198
104.136,49.3148,73.176,26.314
110.115,50.3619,75.538,31.731
98.5477,49.0839,77.4315,22.93
107.116,50.4009,75.534,29.105
100.298,50.1408,78.3392,24.717
101.903,49.8425,76.885,25.573
104.778,49.6726,76.8,27.775
112.341,49.7612,74.687,33.365
103.082,49.6285,78.001,26.782
91.963,49.061,76.6897,17.398
105.132,50.262,75.791,27.441
104.719,50.0863,75.779,27.296
115.453,50.5061,74.958,35.589
100.086,49.2222,76.1508,23.7
111.167,50.2531,73.114,31.63
101.063,49.6608,76.5177,24.581
107.754,49.9282,74.868,29.368
100.621,49.0729,78.3498,24.801
97.4234,49.5645,76.8372,21.874
93.97,49.396,79.0811,19.712
112.622,50.2724,73.844,32.784
107.618,50.2529,73.319,28.533
113.047,49.9421,72.287,33.039
103.862,49.892,74.755,26.211
118.534,50.3174,71.96,37.011
105.679,49.7419,74.713,27.872
109.839,50.0766,73.869,30.672
102.027,50.0709,75.5304,24.993
110.333,50.293,74.249,31.355
110.254,50.2569,71.414,29.778
97.7508,49.5228,79.0746,22.602
107.516,50.6597,73.938,28.565
110.374,49.9685,74.665,31.391
95.4477,49.4224,78.0172,20.638
98.7047,49.5603,77.6033,23.043
116.635,50.3615,72.785,35.839
110.229,50.2876,75.65,32.21
112.456,49.9874,78.672,35.097
110.776,49.9837,72.73,30.783
118.598,50.563,75.841,37.634
101.663,49.7169,77.2867,25.404
94.8728,49.4928,80.6518,20.721
101.097,49.8462,77.2488,24.888
102.707,49.789,72.8556,24.598
98.5209,49.6228,77.5175,22.803
107.205,49.9721,74.261,28.872
106.438,49.8031,72.894,27.765
112.031,50.0505,77.31,33.859
100.878,50.0744,77.1844,24.569
99.2919,49.72,79.0301,23.96
109.066,50.0072,79.619,32.011
101.005,49.7346,77.372,24.893
106.388,49.574,77.453,29.612
116.152,50.5341,73.046,35.484
103.311,49.7938,78.024,27.23
100.95,49.7991,75.2257,24.186
105.331,50.2163,73.594,27.095
99.8774,49.7001,77.0334,23.779
106.364,49.8937,73.579,27.911
97.3404,49.8542,78.3394,22.165
105.599,50.2776,77.572,28.79
96.2083,49.5519,78.3175,21.316
108.082,49.7135,72.607,28.812
107.037,49.4922,74.859,28.987
104.92,49.6612,72.671,26.214
109.659,49.9449,74.261,30.589
104.466,49.9951,75.896,27.005
107.154,50.1836,78.128,30.03
97.0607,49.6964,76.4793,21.466
97.6707,49.5633,77.5628,22.191
107.087,49.7509,75.251,29.271
108.405,50.0837,72.637,29.004
106.905,50.0517,72.467,27.939
93.1057,49.3405,79.2744,18.986
114.896,50.4034,72.838,34.207
112.861,49.4906,72.73,32.62
106.913,49.9789,75.658,29.272
97.4237,49.5843,80.9886,23.09
105.887,50.2523,76.464,28.643
111.056,49.9135,75.726,32.257
105.194,49.4105,75.44,27.375
104.734,50.1805,79.803,28.909
110.32,49.7955,76.633,32.477
111.759,50.3706,75.35,32.669
108.224,50.2229,71.316,28.558
110.452,50.2309,75.156,31.552
104.434,49.7763,77.687,27.774
104.893,50.2766,76.437,27.75
97.989,49.4311,78.7504,22.747
94.9169,49.565,79.6799,20.605
107.114,49.2954,75.903,29.572
105.346,49.8369,76.922,27.948
103.366,49.4638,73.872,25.598
105.028,49.8438,75.372,27.604
111.927,49.962,74.019,32.753
102.935,49.4674,73.3428,25.062
116.347,50.3528,75.528,36.91
99.4806,49.4264,76.768,23.388
102.918,49.7718,74.679,25.549
106.289,49.8069,76.145,28.827
104.579,49.9086,73.788,26.64
102.513,50.0449,77.886,26.453
99.2864,49.2283,77.6922,23.485
101.054,49.6627,75.2385,24.163
102.395,50.0572,76.2445,25.428
100.211,49.9294,78.812,24.809
98.7315,49.405,77.4206,23.021
103.473,49.7724,75.568,26.412
101.526,49.3858,76.3309,24.952
102.831,49.7243,76.607,26.394
109.931,49.807,74.928,31.615
112.509,50.2807,75.132,33.373
93.5038,49.4767,77.023,18.752
107.336,50.0853,76.393,29.811
103.325,49.6141,74.733,25.696
88.3737,49.1406,80.1286,15.317
107.828,49.6603,78.008,30.89
109.935,50.0775,76.306,32.058
95.8333,49.531,79.2399,21.135
114.95,50.2733,73.943,34.992
103.381,49.323,78.136,27.13
109.324,50.0852,76.535,31.143
99.1685,50.041,75.4159,22.863
104.499,49.9907,79.85,28.7
107.356,49.9504,76.008,29.644
117.881,50.1168,74.926,37.796
109.466,50.2562,76.732,31.238
106.907,49.8993,72.151,28.325
113.629,50.0252,74.175,33.468
101.586,49.9559,75.7448,24.754
91.4749,49.7751,78.1988,17.452
106.168,49.5587,78.671,29.766
98.7984,49.7968,75.9851,22.717
103.589,49.8684,75.956,26.735
109.527,49.9961,72.993,30.379
98.4322,49.4693,78.6138,23.168
95.5028,49.6788,79.005,21.012
105.037,49.964,73.576,26.762
112.644,50.2455,72.455,32.18
111.548,49.7869,73.828,32.377
113.949,50.3382,74.337,34.473
106.772,49.9728,77.741,29.81
109.509,49.8601,73.971,30.549
108.043,49.8034,74.641,29.471
104.058,49.8067,75.809,26.895
106.67,50.0941,76.385,28.925
108.284,50.1688,76.513,30.553
108.156,49.5133,78.082,31.475
103.374,49.8025,75.689,26.212
98.0327,49.8185,74.6262,21.645
104.173,49.9038,78.751,28.063
102.008,49.5454,78.42,25.89
111.443,50.4643,73.146,31.556
104.987,49.8253,78.866,29.06
112.649,50.1147,77.142,34.634
112.661,49.7447,73.677,32.947
103.451,50.2578,75.336,26.269
109.028,50.2158,75.658,30.651
103.8,49.668,76.787,27.025
102.28,49.9529,76.8651,25.577
104.993,50.2731,77.91,28.299
96.5781,49.9593,79.4647,21.994
111.176,50.1799,75.154,32.463
96.7474,49.3677,75.7917,20.964
114.562,50.0716,71.403,33.399
99.7023,49.6746,76.6504,23.662
111.427,50.075,73.9,32.048
111.562,50.4203,78.169,33.974
99.6018,49.1813,78.5981,23.963
100.808,49.9169,78.0054,24.922
105.599,49.6857,78.404,28.81
104.597,50.1069,74.264,26.561
97.2081,49.468,76.1586,21.324
100.354,49.8626,77.1701,24.336
108.95,49.8911,73.245,30.126
114.316,50.4024,73.503,33.967
100.11,50.1921,77.5741,24.331
102.494,49.4784,75.8271,25.649
111.775,50.575,72.811,31.824
108.577,49.991,74.162,29.691
98.1682,49.8029,75.5888,22.046
105.922,50.1999,75.341,28.227
101.919,49.4929,74.3604,24.684
110.058,49.7545,73.616,30.802
102.568,50.3592,76.0118,25.657
96.751,49.6981,78.0848,21.533
97.507,49.7738,78.5145,22.31
102.068,49.5588,77.2107,25.699
97.7278,50.5302,78.112,22.433
94.3712,49.9841,76.7497,19.327
106.396,49.4601,76.416,29.161
101.821,50.3294,75.4095,24.93
101.588,49.1711,80.3686,26.405
102.505,49.7409,77.0363,26.049
108.821,50.0929,73.781,29.684
104.747,50.0206,73.859,26.63
112.025,50.2633,72.036,32.157
100.555,50.1398,77.8931,24.749
117.418,50.5949,72.239,36.204
111.288,50.0765,73.894,31.842
93.7497,49.3885,79.5897,19.686
107.346,50.1547,77.719,30.283
114.171,50.1569,72.67,34.071
109.645,50.3586,72.512,29.692
90.1893,49.3363,76.09204,15.89
99.7942,49.9117,75.9461,23.412
97.3109,49.4769,80.181,22.585
111.14,50.3566,71.802,30.591
106.35,49.9304,74.358,28.065
106.176,49.6782,72.435,27.368
110.955,50.4198,67.756,30.703
102.01,49.9841,75.3974,24.997
98.417,49.933,80.1207,23.611
104.42,49.8537,76.107,27.198
104.079,49.996,73.073,25.905
103.028,49.766,78.652,27.332
103.738,49.7359,79.509,28.141
98.8017,50.0395,80.2005,23.906
107.295,49.8491,74.1,28.798
107.315,50.1965,77.187,29.802
107.769,49.7855,75.993,29.783
106.582,50.1808,73.952,28.381
101.229,50.0989,74.4504,24.137
103.141,49.3839,75.655,26.043
103.953,49.9163,77.224,27.209
112.199,50.5857,75.423,33.679
98.8721,49.4809,79.6971,23.74
97.3794,49.3631,77.9381,22.131
101.082,50.1692,79.219,25.654
103.457,49.7032,75.923,26.565
101.526,49.8892,75.5025,24.59
113.016,49.9112,73.846,33.47
102.128,49.5904,78.9556,26.521
110.679,50.1498,76.373,32.418
98.5079,49.4181,79.7858,23.608
104.269,50.5396,74.809,26.524
101.509,49.5941,76.9463,25.099
107.617,50.5008,77.787,30.434
106.107,49.5802,77.566,29.182
99.8513,49.6055,75.341,23.341
101.726,49.9499,77.5093,25.586
93.7932,49.2738,77.3889,19.06
110.582,50.2813,74.74,31.536
100.551,49.9293,75.4737,23.934
107.406,50.3612,75.951,29.455
103.215,49.86,77.545,26.79
97.5956,49.3739,79.6232,22.81
104.67,50.1848,76.574,27.448
103.417,50.3525,75.726,26.231
107.717,49.518,74.137,29.259
117.372,50.2858,73.231,36.025
98.6021,49.8161,78.9635,23.487
112.567,49.6447,73.024,32.697
108.895,49.5856,77.788,31.349
102.71,49.8884,77.824,26.211
102.201,49.7471,77.9638,26.105
108.258,50.2814,76.463,30.248
96.7241,49.5244,78.6826,21.776
102.115,49.6673,73.4535,24.419
107.132,49.8823,77.16,29.98
95.5749,49.3966,78.4241,20.628
101.836,49.2689,77.0982,25.417
102.121,50.1324,75.8933,25.329
99.6349,50.0048,80.1761,24.581
99.6853,49.9203,78.8036,24.28
119.023,50.4555,71.677,36.718
105.349,49.997,73.914,26.979
103.513,50.2752,75.884,26.356
110.402,49.9957,72.803,30.7
104.266,49.7544,76.294,27.371
108.861,49.9009,75.12,30.56
102.654,50.0472,76.0782,25.832
102.105,49.8748,77.351,25.542
114.504,50.4916,73.841,34.109
95.0332,49.3546,79.8815,20.649
101.897,49.829,76.6323,25.409
108.374,50.2296,76.294,30.815
98.0386,49.7318,74.1466,21.407
109.906,49.647,72.651,30.377
99.8995,49.5472,75.5875,23.384
106.489,49.6545,78.629,29.904
106.663,49.6065,74.299,28.173
104.273,49.6198,74.571,26.386
91.7646,48.9127,80.2919,17.85
99.0967,49.655,78.4492,23.543
99.9388,49.4108,75.3353,23.322
104.734,49.8175,72.966,26.367
100.791,49.7627,77.229,24.639
106.201,50.0809,76.368,28.774
106.404,49.5682,75.661,28.736
99.0365,49.7054,78.5308,23.543
108.91,49.8063,74.683,30.642
101.202,50.3868,77.2545,24.893
111.108,49.9335,76.195,32.817
96.4013,49.687,79.8493,21.902
101.72,49.7823,78.1278,25.732
101.966,49.756,75.6463,25.167
102.723,49.8462,75.892,25.938
98.4461,49.6536,77.5898,22.886
120.639,50.4261,71.004,37.829
109.561,49.6712,75.51,31.535
105.644,49.6918,77.164,28.81
101.455,49.4568,76.1332,24.765
105.274,49.9482,75.135,27.365
111.558,49.7941,74.047,32.614
104.324,50.331,79.663,28.347
101.042,49.2887,77.8859,25.143
100.991,50.2533,78.3632,25.251
107.004,49.9205,76.38,29.266
104.633,49.8947,77.337,27.702
103.173,49.6671,73.981,25.588
103.901,50.0061,74.899,26.347
95.3487,49.4445,78.652,20.559
94.1789,49.4516,78.8148,19.758
104.26,50.1397,77.045,27.542
97.8082,49.8222,78.2364,22.44
97.8809,49.7428,77.4192,22.364
104.602,50.3499,76.921,27.668
111.452,50.1547,74.152,32.138
109.843,50.031,76.211,31.338
90.2595,48.8213,79.31422,16.579
97.4571,49.6338,75.6294,21.546
107.433,49.9812,74.872,29.328
104.375,49.7053,74.915,26.565
107.613,50.479,78.589,30.712
105.034,49.8598,75.566,27.408
103.289,49.9266,77.471,26.955
99.5644,49.4179,76.4509,23.472
99.4844,49.0097,75.8788,23.106
96.8625,49.4195,75.3876,20.865
110.502,49.8135,78.257,33.129
103.943,49.7413,77.658,27.347
116.393,50.3947,70.391,34.772
102.004,49.8221,75.6237,25.463
104.492,50.1516,77.819,27.915
111.871,50.5935,72.348,32.108
104.112,49.9008,74.833,26.252
109.791,49.9472,72.808,30.32
100.729,49.4486,78.914,25.274
102.685,49.8065,76.1089,25.92
98.1331,49.7219,78.5877,22.866
104.435,49.8193,76.311,27.244
102.352,49.986,75.7862,25.334
103.363,49.9771,79.235,27.563
97.6395,49.7606,79.4014,22.84
96.645,49.5234,78.0452,21.518
91.3519,49.0689,79.0338,17.475
94.7918,49.4821,78.5619,20.136
109.688,49.9322,72.354,30.44
107.653,49.7713,75.666,29.764
101.704,49.9565,78.2703,25.773
108.819,50.0731,76.529,31.033
99.4748,49.4434,76.3858,23.365
110.8,50.3256,72.151,30.493
102.126,49.3467,77.6692,26.022
106.562,50.1708,76.284,28.944
102.858,49.7318,77.8,26.404
90.2208,49.4038,78.907,16.505
109.775,49.8456,75.282,31.186
107.736,49.9774,74.826,29.127
98.9325,49.6229,77.5056,23.199
109.967,50.1189,73.893,30.915
108.838,50.0029,75.407,30.614
104.104,49.9651,76.153,26.988
101.619,49.7191,77.3449,25.434
101.832,50.103,78.4232,26.165
121.357,50.1587,71.982,39.758
109.847,50.0835,73.101,30.305
105.962,50.1476,74.406,27.527
104.354,50.0767,72.82,25.89
106.18,49.4103,79.378,29.783
111.554,49.6564,74.002,32.417
105.728,50.0384,74.016,27.501
102.074,50.288,77.8267,25.676
101.858,49.5048,76.3178,25.232
94.3916,49.2996,75.7042,19.05
104.943,50.2013,75.862,27.404
100.96,49.2946,77.337,24.798
95.2572,49.5853,78.2298,20.44
99.6535,49.6696,76.0425,23.292
108.282,49.9637,75.044,29.755
98.0169,49.7938,77.9312,22.677
96.8232,49.6599,76.2327,21.125
102.331,49.7433,73.5047,24.868
105.112,49.5601,78.08,28.349
98.0667,49.2713,77.6926,22.431
97.7802,49.6027,77.1746,22.255
97.5681,49.3125,76.5846,21.792
94.7937,49.4255,78.8057,20.42
108.838,50.0192,73.922,29.97
110.954,49.8464,74.81,32.113
100.335,49.4874,77.9758,24.648
95.0571,49.6467,77.5949,20.155
99.3782,49.7063,78.5565,23.955
111.199,50.1337,74.575,32.038
105.117,49.776,76.014,27.944
110.398,50.5162,73.759,31.025
102.315,49.4107,75.3857,25.235
94.3682,49.2523,79.718,20.063
110.765,50.5859,75.721,31.982
106.237,50.1544,77.104,28.963
107.735,50.1374,78.56,30.943
103.042,50.2889,76.045,25.969
112.009,50.6584,74.983,32.486
92.5837,49.1282,77.7147,18.069
104.255,50.3563,76.638,27.389
112.277,50.2877,74.319,32.451
92.3408,49.5619,79.0481,18.35
111.091,49.8024,72.363,31.098
98.0492,48.9979,78.33,22.629
103.58,49.8408,74.024,25.811
122.304,50.9269,74.568,40.747
101.681,50.0155,78.8331,25.792
103.555,50.2046,75.886,26.289
105.136,49.7661,76.139,27.821
94.8295,49.1413,78.0261,20.053
102.888,49.8946,74.2505,25.346
102.49,49.863,74.805,25.092
107.872,50.0737,73.805,29.652
94.575,49.6451,80.9931,20.659
106.222,49.9388,74.516,28.033
119.828,50.3422,69.767,36.677
108.609,49.9009,74.616,30.019
99.1869,49.5738,79.7695,24.074
109.285,50.2882,75.004,30.552
108.457,49.9967,74.648,29.919
100.587,49.8418,77.4978,24.56
107.672,49.9498,74.553,28.877
102.938,49.9832,77.257,26.278
95.3059,49.7781,77.8519,20.47
107.481,49.9259,76.938,30.047
110.758,51.0675,75.782,31.667
110.506,50.4392,73.334,31.005
101.509,49.725,79.127,25.981
103.763,49.8557,73.765,26.099
116.632,49.971,75.64,37.849
108.944,50.0721,73.379,30.009
94.4238,49.6179,79.7768,20.248
110.582,50.037,77.047,32.811
100.54,49.6833,77.5467,24.716
108.416,50.5348,72.857,28.908
108.99,50.0333,78.305,31.723
94.658,49.8155,77.6774,19.945
105.375,50.086,78.542,28.493
102.237,49.6102,77.087,25.836
117.57,50.0329,73.279,36.882
107.303,50.6555,77.335,29.741
112.32,50.1534,77.081,33.972
113.517,49.9641,72.795,33.276
108.01,50.0893,74.441,29.655
109.464,49.722,77.909,31.991
97.8797,49.6662,77.7472,22.547
109.543,50.0901,74.173,30.141
108.545,50.1422,76.1,30.461
103.739,49.6597,78.476,27.57
112.325,50.124,77.23,34.126
113.345,50.569,72.013,32.361
118.671,50.1526,74.266,38.359
94.3485,49.6519,77.792,19.541
