Ioff,Ion,SS,Vth
10.2805,4.95779,79.685,0.27107
10.7633,4.97424,77.465,0.30469
10.1462,4.97843,76.2747,0.24791
11.066,5.05759,73.664,0.31026
10.2473,4.97728,76.1337,0.25653
11.7794,5.0963,72.141,0.36158
10.1993,4.98379,78.5938,0.26242
10.3194,5.03588,77.953,0.26842
9.94598,4.98438,76.5808,0.23294
10.599,4.96538,76.83,0.28698
10.1336,5.00774,78.2975,0.25339
10.9788,4.996,73.167,0.30431
9.60024,4.96379,76.5611,0.20692
10.4559,5.02071,75.946,0.27194
10.4699,4.97744,75.41,0.27039
10.9122,5.00337,72.833,0.2981
10.9995,5.04136,76.217,0.31935
10.3638,4.97472,75.997,0.26787
10.2897,4.9868,75.231,0.25768
10.4994,4.97497,75.813,0.27749
11.5028,5.00423,73.741,0.34837
11.3951,5.00592,74.703,0.3471
10.814,5.04619,75.645,0.29805
9.8938,4.92866,77.7477,0.23297
10.8007,5.02347,74.647,0.29308
10.3216,5.01113,74.1459,0.25372
10.9862,4.97931,72.054,0.30093
11.3319,5.03585,76.445,0.34476
10.2938,5.00694,76.385,0.26185
10.266,5.01712,79.379,0.27072
10.0103,4.9705,75.679,0.23598
9.9859,4.97676,74.8596,0.23188
10.8753,4.98394,73.138,0.29399
10.8764,5.01873,74.116,0.30231
9.60262,4.93364,81.7039,0.22217
11.0302,4.9631,77.593,0.32386
10.8474,4.98525,76.681,0.3087
12.1957,5.066,73.036,0.39311
10.5854,5.01739,77.385,0.28932
10.4773,4.97238,72.668,0.26193
10.7902,5.01639,72.5,0.28908
10.8698,4.99683,73.646,0.29762
10.9184,4.99158,72.906,0.29809
9.55131,4.9907,76.6076,0.20216
10.3302,5.00224,77.811,0.26941
9.96168,4.95361,76.4968,0.23544
10.7442,5.02239,76.778,0.29808
10.4577,4.99154,76.472,0.27211
10.1615,4.98699,78.3737,0.25813
10.1525,5.00426,75.5505,0.24684
10.532,4.96419,76.386,0.28079
10.0801,5.00406,78.548,0.25306
10.0615,5.01204,78.4566,0.2495
9.81865,4.9472,77.6294,0.22781
10.523,4.97367,79.342,0.29008
9.97487,4.9637,77.9307,0.23981
10.0663,4.98131,79.9037,0.25439
10.9894,4.98891,76.536,0.31652
9.92429,4.93353,76.3894,0.2311
10.9582,4.96159,71.243,0.29745
11.3396,5.01007,72.172,0.32975
10.9523,5.02079,74.244,0.30232
11.2567,5.0475,73.385,0.33115
10.6838,5.07142,75.39,0.28669
10.1173,4.98638,75.7764,0.24338
11.2908,5.02461,76.283,0.34056
10.1813,4.94876,78.7373,0.26012
9.60982,4.95282,79.0418,0.21479
10.3507,4.94217,75.286,0.26175
10.8407,4.96588,79.594,0.3205
10.1847,4.95081,76.7203,0.2528
10.7887,5.00991,75.234,0.29509
11.3695,5.03468,74.081,0.3406
11.276,5.01186,73.013,0.32729
10.9425,4.97495,75.526,0.31346
8.92478,4.92567,79.49232,0.15818
11.2886,4.94566,73.968,0.33235
10.5751,5.01016,76.291,0.28353
11.3863,5.02763,74.923,0.34302
9.29486,4.94328,80.3958,0.18951
10.1169,5.03885,77.0949,0.24891
10.7202,5.01026,75.301,0.29007
11.3651,4.96743,71.922,0.33143
10.5158,4.98471,75.79,0.28005
9.29564,4.95563,78.2363,0.18584
10.8861,4.98953,75.79,0.30951
10.1804,4.96584,78.3448,0.25994
10.6453,4.9729,72.533,0.28528
11.9026,5.02424,72.216,0.37483
10.6407,4.96349,74.022,0.28334
10.2042,4.93793,77.0492,0.25414
10.0933,4.98675,78.3455,0.2512
9.34594,4.93874,77.9454,0.18962
11.0829,5.0067,73.662,0.31358
10.6426,4.99762,77.437,0.29478
11.2363,5.04971,80.247,0.34957
10.384,4.97384,78.046,0.27517
10.8792,5.0518,73.243,0.29431
10.6128,4.96991,76.297,0.28841
10.0292,5.02131,76.5906,0.23926
10.1679,4.97976,73.7101,0.24431
10.7893,4.99951,75.804,0.29894
11.0121,5.08504,74.206,0.31056
9.21137,4.93896,78.5533,0.17968
11.2455,5.01525,72.791,0.32382
10.1949,5.02483,75.7644,0.2513
10.444,5.01076,75.712,0.26939
10.5681,5.03584,80.422,0.29532
12.0172,5.04267,69.61,0.36559
9.99682,4.91854,75.4601,0.23478
11.1938,5.05505,73.27,0.31887
11.2163,5.04046,75.595,0.3359
9.95595,4.9243,76.4845,0.23426
9.71552,4.93977,78.0281,0.21917
10.3129,4.95839,77.652,0.26676
11.7602,5.10401,72.829,0.36768
9.02044,4.95191,79.53933,0.16732
10.5623,4.97641,75.76,0.28083
10.6765,5.01439,76.193,0.29267
10.2586,4.99294,75.1945,0.25549
11.8287,5.0723,72.726,0.36868
10.2376,5.01936,78.8545,0.26526
10.6128,5.00394,70.215,0.2718
10.7176,4.9904,76.686,0.29579
10.393,5.0264,74.469,0.26112
10.5026,4.99791,76.002,0.27801
10.9601,5.01422,75.42,0.31283
11.625,5.0075,74.866,0.36324
11.1166,5.01211,71.895,0.3088
10.1203,4.95738,77.6147,0.25222
10.286,4.99957,78.857,0.26838
10.7274,5.03234,72.729,0.28232
10.713,5.00448,73.647,0.28521
10.5339,4.99369,74.974,0.27554
10.708,4.96149,77.737,0.30003
11.1445,5.01253,73.296,0.31762
11.0744,5.01225,72.661,0.31076
10.8511,4.95726,73.545,0.29732
10.0994,4.98931,76.541,0.24636
9.86215,4.98368,76.4832,0.22674
9.94098,4.94402,75.9599,0.23046
9.33598,4.9349,80.2328,0.194
9.83637,4.99919,76.9887,0.22605
10.0689,4.99882,78.3963,0.24817
11.0299,5.0233,73.411,0.30845
10.5133,4.97321,75.834,0.27437
10.2896,4.98862,75.073,0.25727
9.75625,4.95924,80.3038,0.22967
10.3193,4.97814,76.19,0.26124
10.2918,4.97448,79.049,0.26938
10.1242,5.00803,76.6267,0.24745
9.33455,4.97087,78.2333,0.18908
11.8515,5.05212,71.306,0.36127
9.90212,4.95117,78.1555,0.235
10.4628,5.0045,74.685,0.26757
11.0548,5.01726,75.964,0.32341
11.1366,4.95692,73.677,0.32408
9.85508,4.9511,76.8768,0.22636
10.8073,5.07882,76.501,0.30163
10.1952,4.92468,80.4245,0.26786
11.2844,4.99604,71.419,0.31966
10.1631,4.9759,79.14,0.25775
10.4305,4.9499,74.104,0.26351
10.7034,4.97267,74.676,0.29129
10.2193,4.99772,79.6017,0.26685
11.3317,5.04755,71.231,0.32209
10.0639,5.02136,77.2971,0.24454
10.0592,4.94347,76.0348,0.24388
10.3571,4.98553,75.059,0.26365
9.94547,5.01619,76.5069,0.23344
9.68441,4.9364,76.3685,0.21085
10.2676,4.95707,76.743,0.26204
10.0249,5.001,79.6877,0.24963
9.89485,4.98341,80.2741,0.24141
9.9719,4.95143,79.5613,0.24602
11.4825,5.03848,75.422,0.35411
11.0265,4.935,72.245,0.31025
10.8279,4.98014,76.738,0.30681
10.8227,5.01586,75.301,0.29891
10.2689,4.96283,76.774,0.26128
10.1171,4.99918,75.8968,0.24592
11.0461,5.00057,74.298,0.31299
9.75402,4.94351,75.3378,0.21435
10.7338,4.97983,78.843,0.30487
10.8906,4.98823,74.757,0.30176
11.1004,4.9822,73.664,0.32068
10.3144,4.96724,74.904,0.25725
9.88202,4.96814,76.3907,0.22962
10.8148,5.02176,75.739,0.29872
11.4333,5.01593,74.916,0.35305
10.9397,5.02217,74.576,0.30587
9.86252,5.00691,75.7382,0.22376
10.1533,4.98658,76.5443,0.2498
10.8096,5.01342,74.693,0.29494
10.9021,5.02571,74.013,0.30042
9.71034,4.95778,75.3054,0.21116
10.3751,4.98594,78.089,0.27295
10.3385,5.0079,76.52,0.26556
10.3374,4.96062,76.391,0.26382
9.73994,4.93675,77.1477,0.21822
9.80048,4.94176,77.2405,0.22386
10.0195,4.9519,77.2023,0.24341
9.9491,5.01098,76.9361,0.23257
10.1372,4.97056,77.6429,0.25365
10.1094,4.99525,77.34,0.25009
10.1515,4.96971,75.3914,0.24286
9.97191,4.98287,73.1462,0.22443
10.6016,5.04173,74.52,0.27971
10.2008,4.96188,78.1953,0.25849
10.2346,4.95055,74.0148,0.24763
11.6861,5.03251,76.06,0.37525
9.65691,4.95101,76.7402,0.21019
10.5009,5.00734,76.365,0.27712
10.4898,5.03842,77.454,0.27665
9.80617,4.92785,78.8368,0.22796
10.6334,4.99989,77.089,0.29143
9.94331,4.96968,76.9407,0.2345
10.7146,5.01304,78.803,0.3038
9.73891,4.94372,75.6013,0.21433
10.3205,4.98679,77.573,0.26653
10.5465,5.00529,77.564,0.28362
10.5004,4.98152,77.705,0.28052
10.9552,4.96985,70.96,0.29856
10.6952,4.96991,75.169,0.29038
10.2238,4.94471,79.8923,0.26807
10.6155,5.01602,75.234,0.2824
9.9736,4.95737,75.3401,0.23029
11.013,5.01285,73.204,0.30673
11.3451,5.05843,71.941,0.32409
9.63386,4.94195,77.6254,0.21148
11.4731,5.07678,72.533,0.33509
11.393,5.08022,71.022,0.32611
10.4776,4.98893,77.642,0.28049
11.002,5.03702,73.041,0.30514
9.52139,4.93647,76.9818,0.2006
10.478,4.95566,75.575,0.27068
10.2925,5.01911,77.077,0.26188
11.5881,5.05111,74.266,0.352
10.4886,5.00399,78.391,0.28498
9.88424,4.97297,79.4738,0.2378
11.2094,5.07754,73.786,0.32302
9.612,5.02834,77.8377,0.21012
10.3615,4.99637,75.668,0.2641
10.0633,4.93282,77.977,0.24812
10.3988,4.95996,76.777,0.26885
10.0669,4.96981,75.1471,0.23904
10.6431,5.02559,74.199,0.27913
10.7653,4.98412,78.796,0.30701
9.3242,4.95659,78.5635,0.189
9.8033,4.97667,78.5097,0.22714
10.1802,5.0044,78.3192,0.25964
10.0376,4.97749,75.0601,0.23729
10.3199,4.99697,74.3184,0.25536
10.4422,5.02307,75.989,0.27035
11.1863,5.02863,73.94,0.3221
11.2238,5.01639,72.922,0.32295
10.0197,4.93773,80.1437,0.24978
11.1331,4.996,75.293,0.32495
10.52,5.01894,74.739,0.27378
11.275,5.00947,74.69,0.33793
11.1376,5.02482,78.466,0.33455
11.0347,5.03264,76.239,0.32185
11.2946,5.02104,76.414,0.34169
10.8445,4.98427,77.789,0.31198
10.4136,4.93148,73.176,0.26314
11.0115,5.03619,75.538,0.31731
9.85477,4.90839,77.4315,0.2293
10.7116,5.04009,75.534,0.29105
10.0298,5.01408,78.3392,0.24717
10.1903,4.98425,76.885,0.25573
10.4778,4.96726,76.8,0.27775
11.2341,4.97612,74.687,0.33365
10.3082,4.96285,78.001,0.26782
9.1963,4.9061,76.6897,0.17398
10.5132,5.0262,75.791,0.27441
10.4719,5.00863,75.779,0.27296
11.5453,5.05061,74.958,0.35589
10.0086,4.92222,76.1508,0.237
11.1167,5.02531,73.114,0.3163
10.1063,4.96608,76.5177,0.24581
10.7754,4.99282,74.868,0.29368
10.0621,4.90729,78.3498,0.24801
9.74234,4.95645,76.8372,0.21874
9.397,4.9396,79.0811,0.19712
11.2622,5.02724,73.844,0.32784
10.7618,5.02529,73.319,0.28533
11.3047,4.99421,72.287,0.33039
10.3862,4.9892,74.755,0.26211
11.8534,5.03174,71.96,0.37011
10.5679,4.97419,74.713,0.27872
10.9839,5.00766,73.869,0.30672
10.2027,5.00709,75.5304,0.24993
11.0333,5.0293,74.249,0.31355
11.0254,5.02569,71.414,0.29778
9.77508,4.95228,79.0746,0.22602
10.7516,5.06597,73.938,0.28565
11.0374,4.99685,74.665,0.31391
9.54477,4.94224,78.0172,0.20638
9.87047,4.95603,77.6033,0.23043
11.6635,5.03615,72.785,0.35839
11.0229,5.02876,75.65,0.3221
11.2456,4.99874,78.672,0.35097
11.0776,4.99837,72.73,0.30783
11.8598,5.0563,75.841,0.37634
10.1663,4.97169,77.2867,0.25404
9.48728,4.94928,80.6518,0.20721
10.1097,4.98462,77.2488,0.24888
10.2707,4.9789,72.8556,0.24598
9.85209,4.96228,77.5175,0.22803
10.7205,4.99721,74.261,0.28872
10.6438,4.98031,72.894,0.27765
11.2031,5.00505,77.31,0.33859
10.0878,5.00744,77.1844,0.24569
9.92919,4.972,79.0301,0.2396
10.9066,5.00072,79.619,0.32011
10.1005,4.97346,77.372,0.24893
10.6388,4.9574,77.453,0.29612
11.6152,5.05341,73.046,0.35484
10.3311,4.97938,78.024,0.2723
10.095,4.97991,75.2257,0.24186
10.5331,5.02163,73.594,0.27095
9.98774,4.97001,77.0334,0.23779
10.6364,4.98937,73.579,0.27911
9.73404,4.98542,78.3394,0.22165
10.5599,5.02776,77.572,0.2879
9.62083,4.95519,78.3175,0.21316
10.8082,4.97135,72.607,0.28812
10.7037,4.94922,74.859,0.28987
10.492,4.96612,72.671,0.26214
10.9659,4.99449,74.261,0.30589
10.4466,4.99951,75.896,0.27005
10.7154,5.01836,78.128,0.3003
9.70607,4.96964,76.4793,0.21466
9.76707,4.95633,77.5628,0.22191
10.7087,4.97509,75.251,0.29271
10.8405,5.00837,72.637,0.29004
10.6905,5.00517,72.467,0.27939
9.31057,4.93405,79.2744,0.18986
11.4896,5.04034,72.838,0.34207
11.2861,4.94906,72.73,0.3262
10.6913,4.99789,75.658,0.29272
9.74237,4.95843,80.9886,0.2309
10.5887,5.02523,76.464,0.28643
11.1056,4.99135,75.726,0.32257
10.5194,4.94105,75.44,0.27375
10.4734,5.01805,79.803,0.28909
11.032,4.97955,76.633,0.32477
11.1759,5.03706,75.35,0.32669
10.8224,5.02229,71.316,0.28558
11.0452,5.02309,75.156,0.31552
10.4434,4.97763,77.687,0.27774
10.4893,5.02766,76.437,0.2775
9.7989,4.94311,78.7504,0.22747
9.49169,4.9565,79.6799,0.20605
10.7114,4.92954,75.903,0.29572
10.5346,4.98369,76.922,0.27948
10.3366,4.94638,73.872,0.25598
10.5028,4.98438,75.372,0.27604
11.1927,4.9962,74.019,0.32753
10.2935,4.94674,73.3428,0.25062
11.6347,5.03528,75.528,0.3691
9.94806,4.94264,76.768,0.23388
10.2918,4.97718,74.679,0.25549
10.6289,4.98069,76.145,0.28827
10.4579,4.99086,73.788,0.2664
10.2513,5.00449,77.886,0.26453
9.92864,4.92283,77.6922,0.23485
10.1054,4.96627,75.2385,0.24163
10.2395,5.00572,76.2445,0.25428
10.0211,4.99294,78.812,0.24809
9.87315,4.9405,77.4206,0.23021
10.3473,4.97724,75.568,0.26412
10.1526,4.93858,76.3309,0.24952
10.2831,4.97243,76.607,0.26394
10.9931,4.9807,74.928,0.31615
11.2509,5.02807,75.132,0.33373
9.35038,4.94767,77.023,0.18752
10.7336,5.00853,76.393,0.29811
10.3325,4.96141,74.733,0.25696
8.83737,4.91406,80.1286,0.15317
10.7828,4.96603,78.008,0.3089
10.9935,5.00775,76.306,0.32058
9.58333,4.9531,79.2399,0.21135
11.495,5.02733,73.943,0.34992
10.3381,4.9323,78.136,0.2713
10.9324,5.00852,76.535,0.31143
9.91685,5.0041,75.4159,0.22863
10.4499,4.99907,79.85,0.287
10.7356,4.99504,76.008,0.29644
11.7881,5.01168,74.926,0.37796
10.9466,5.02562,76.732,0.31238
10.6907,4.98993,72.151,0.28325
11.3629,5.00252,74.175,0.33468
10.1586,4.99559,75.7448,0.24754
9.14749,4.97751,78.1988,0.17452
10.6168,4.95587,78.671,0.29766
9.87984,4.97968,75.9851,0.22717
10.3589,4.98684,75.956,0.26735
10.9527,4.99961,72.993,0.30379
9.84322,4.94693,78.6138,0.23168
9.55028,4.96788,79.005,0.21012
10.5037,4.9964,73.576,0.26762
11.2644,5.02455,72.455,0.3218
11.1548,4.97869,73.828,0.32377
11.3949,5.03382,74.337,0.34473
10.6772,4.99728,77.741,0.2981
10.9509,4.98601,73.971,0.30549
10.8043,4.98034,74.641,0.29471
10.4058,4.98067,75.809,0.26895
10.667,5.00941,76.385,0.28925
10.8284,5.01688,76.513,0.30553
10.8156,4.95133,78.082,0.31475
10.3374,4.98025,75.689,0.26212
9.80327,4.98185,74.6262,0.21645
10.4173,4.99038,78.751,0.28063
10.2008,4.95454,78.42,0.2589
11.1443,5.04643,73.146,0.31556
10.4987,4.98253,78.866,0.2906
11.2649,5.01147,77.142,0.34634
11.2661,4.97447,73.677,0.32947
10.3451,5.02578,75.336,0.26269
10.9028,5.02158,75.658,0.30651
10.38,4.9668,76.787,0.27025
10.228,4.99529,76.8651,0.25577
10.4993,5.02731,77.91,0.28299
9.65781,4.99593,79.4647,0.21994
11.1176,5.01799,75.154,0.32463
9.67474,4.93677,75.7917,0.20964
11.4562,5.00716,71.403,0.33399
9.97023,4.96746,76.6504,0.23662
11.1427,5.0075,73.9,0.32048
11.1562,5.04203,78.169,0.33974
9.96018,4.91813,78.5981,0.23963
10.0808,4.99169,78.0054,0.24922
10.5599,4.96857,78.404,0.2881
10.4597,5.01069,74.264,0.26561
9.72081,4.9468,76.1586,0.21324
10.0354,4.98626,77.1701,0.24336
10.895,4.98911,73.245,0.30126
11.4316,5.04024,73.503,0.33967
10.011,5.01921,77.5741,0.24331
10.2494,4.94784,75.8271,0.25649
11.1775,5.0575,72.811,0.31824
10.8577,4.9991,74.162,0.29691
9.81682,4.98029,75.5888,0.22046
10.5922,5.01999,75.341,0.28227
10.1919,4.94929,74.3604,0.24684
11.0058,4.97545,73.616,0.30802
10.2568,5.03592,76.0118,0.25657
9.6751,4.96981,78.0848,0.21533
9.7507,4.97738,78.5145,0.2231
10.2068,4.95588,77.2107,0.25699
9.77278,5.05302,78.112,0.22433
9.43712,4.99841,76.7497,0.19327
10.6396,4.94601,76.416,0.29161
10.1821,5.03294,75.4095,0.2493
10.1588,4.91711,80.3686,0.26405
10.2505,4.97409,77.0363,0.26049
10.8821,5.00929,73.781,0.29684
10.4747,5.00206,73.859,0.2663
11.2025,5.02633,72.036,0.32157
10.0555,5.01398,77.8931,0.24749
11.7418,5.05949,72.239,0.36204
11.1288,5.00765,73.894,0.31842
9.37497,4.93885,79.5897,0.19686
10.7346,5.01547,77.719,0.30283
11.4171,5.01569,72.67,0.34071
10.9645,5.03586,72.512,0.29692
9.01893,4.93363,76.09204,0.1589
9.97942,4.99117,75.9461,0.23412
9.73109,4.94769,80.181,0.22585
11.114,5.03566,71.802,0.30591
10.635,4.99304,74.358,0.28065
10.6176,4.96782,72.435,0.27368
11.0955,5.04198,67.756,0.30703
10.201,4.99841,75.3974,0.24997
9.8417,4.9933,80.1207,0.23611
10.442,4.98537,76.107,0.27198
10.4079,4.9996,73.073,0.25905
10.3028,4.9766,78.652,0.27332
10.3738,4.97359,79.509,0.28141
9.88017,5.00395,80.2005,0.23906
10.7295,4.98491,74.1,0.28798
10.7315,5.01965,77.187,0.29802
10.7769,4.97855,75.993,0.29783
10.6582,5.01808,73.952,0.28381
10.1229,5.00989,74.4504,0.24137
10.3141,4.93839,75.655,0.26043
10.3953,4.99163,77.224,0.27209
11.2199,5.05857,75.423,0.33679
9.88721,4.94809,79.6971,0.2374
9.73794,4.93631,77.9381,0.22131
10.1082,5.01692,79.219,0.25654
10.3457,4.97032,75.923,0.26565
10.1526,4.98892,75.5025,0.2459
11.3016,4.99112,73.846,0.3347
10.2128,4.95904,78.9556,0.26521
11.0679,5.01498,76.373,0.32418
9.85079,4.94181,79.7858,0.23608
10.4269,5.05396,74.809,0.26524
10.1509,4.95941,76.9463,0.25099
10.7617,5.05008,77.787,0.30434
10.6107,4.95802,77.566,0.29182
9.98513,4.96055,75.341,0.23341
10.1726,4.99499,77.5093,0.25586
9.37932,4.92738,77.3889,0.1906
11.0582,5.02813,74.74,0.31536
10.0551,4.99293,75.4737,0.23934
10.7406,5.03612,75.951,0.29455
10.3215,4.986,77.545,0.2679
9.75956,4.93739,79.6232,0.2281
10.467,5.01848,76.574,0.27448
10.3417,5.03525,75.726,0.26231
10.7717,4.9518,74.137,0.29259
11.7372,5.02858,73.231,0.36025
9.86021,4.98161,78.9635,0.23487
11.2567,4.96447,73.024,0.32697
10.8895,4.95856,77.788,0.31349
10.271,4.98884,77.824,0.26211
10.2201,4.97471,77.9638,0.26105
10.8258,5.02814,76.463,0.30248
9.67241,4.95244,78.6826,0.21776
10.2115,4.96673,73.4535,0.24419
10.7132,4.98823,77.16,0.2998
9.55749,4.93966,78.4241,0.20628
10.1836,4.92689,77.0982,0.25417
10.2121,5.01324,75.8933,0.25329
9.96349,5.00048,80.1761,0.24581
9.96853,4.99203,78.8036,0.2428
11.9023,5.04555,71.677,0.36718
10.5349,4.9997,73.914,0.26979
10.3513,5.02752,75.884,0.26356
11.0402,4.99957,72.803,0.307
10.4266,4.97544,76.294,0.27371
10.8861,4.99009,75.12,0.3056
10.2654,5.00472,76.0782,0.25832
10.2105,4.98748,77.351,0.25542
11.4504,5.04916,73.841,0.34109
9.50332,4.93546,79.8815,0.20649
10.1897,4.9829,76.6323,0.25409
10.8374,5.02296,76.294,0.30815
9.80386,4.97318,74.1466,0.21407
10.9906,4.9647,72.651,0.30377
9.98995,4.95472,75.5875,0.23384
10.6489,4.96545,78.629,0.29904
10.6663,4.96065,74.299,0.28173
10.4273,4.96198,74.571,0.26386
9.17646,4.89127,80.2919,0.1785
9.90967,4.9655,78.4492,0.23543
9.99388,4.94108,75.3353,0.23322
10.4734,4.98175,72.966,0.26367
10.0791,4.97627,77.229,0.24639
10.6201,5.00809,76.368,0.28774
10.6404,4.95682,75.661,0.28736
9.90365,4.97054,78.5308,0.23543
10.891,4.98063,74.683,0.30642
10.1202,5.03868,77.2545,0.24893
11.1108,4.99335,76.195,0.32817
9.64013,4.9687,79.8493,0.21902
10.172,4.97823,78.1278,0.25732
10.1966,4.9756,75.6463,0.25167
10.2723,4.98462,75.892,0.25938
9.84461,4.96536,77.5898,0.22886
12.0639,5.04261,71.004,0.37829
10.9561,4.96712,75.51,0.31535
10.5644,4.96918,77.164,0.2881
10.1455,4.94568,76.1332,0.24765
10.5274,4.99482,75.135,0.27365
11.1558,4.97941,74.047,0.32614
10.4324,5.0331,79.663,0.28347
10.1042,4.92887,77.8859,0.25143
10.0991,5.02533,78.3632,0.25251
10.7004,4.99205,76.38,0.29266
10.4633,4.98947,77.337,0.27702
10.3173,4.96671,73.981,0.25588
10.3901,5.00061,74.899,0.26347
9.53487,4.94445,78.652,0.20559
9.41789,4.94516,78.8148,0.19758
10.426,5.01397,77.045,0.27542
9.78082,4.98222,78.2364,0.2244
9.78809,4.97428,77.4192,0.22364
10.4602,5.03499,76.921,0.27668
11.1452,5.01547,74.152,0.32138
10.9843,5.0031,76.211,0.31338
9.02595,4.88213,79.31422,0.16579
9.74571,4.96338,75.6294,0.21546
10.7433,4.99812,74.872,0.29328
10.4375,4.97053,74.915,0.26565
10.7613,5.0479,78.589,0.30712
10.5034,4.98598,75.566,0.27408
10.3289,4.99266,77.471,0.26955
9.95644,4.94179,76.4509,0.23472
9.94844,4.90097,75.8788,0.23106
9.68625,4.94195,75.3876,0.20865
11.0502,4.98135,78.257,0.33129
10.3943,4.97413,77.658,0.27347
11.6393,5.03947,70.391,0.34772
10.2004,4.98221,75.6237,0.25463
10.4492,5.01516,77.819,0.27915
11.1871,5.05935,72.348,0.32108
10.4112,4.99008,74.833,0.26252
10.9791,4.99472,72.808,0.3032
10.0729,4.94486,78.914,0.25274
10.2685,4.98065,76.1089,0.2592
9.81331,4.97219,78.5877,0.22866
10.4435,4.98193,76.311,0.27244
10.2352,4.9986,75.7862,0.25334
10.3363,4.99771,79.235,0.27563
9.76395,4.97606,79.4014,0.2284
9.6645,4.95234,78.0452,0.21518
9.13519,4.90689,79.0338,0.17475
9.47918,4.94821,78.5619,0.20136
10.9688,4.99322,72.354,0.3044
10.7653,4.97713,75.666,0.29764
10.1704,4.99565,78.2703,0.25773
10.8819,5.00731,76.529,0.31033
9.94748,4.94434,76.3858,0.23365
11.08,5.03256,72.151,0.30493
10.2126,4.93467,77.6692,0.26022
10.6562,5.01708,76.284,0.28944
10.2858,4.97318,77.8,0.26404
9.02208,4.94038,78.907,0.16505
10.9775,4.98456,75.282,0.31186
10.7736,4.99774,74.826,0.29127
9.89325,4.96229,77.5056,0.23199
10.9967,5.01189,73.893,0.30915
10.8838,5.00029,75.407,0.30614
10.4104,4.99651,76.153,0.26988
10.1619,4.97191,77.3449,0.25434
10.1832,5.0103,78.4232,0.26165
12.1357,5.01587,71.982,0.39758
10.9847,5.00835,73.101,0.30305
10.5962,5.01476,74.406,0.27527
10.4354,5.00767,72.82,0.2589
10.618,4.94103,79.378,0.29783
11.1554,4.96564,74.002,0.32417
10.5728,5.00384,74.016,0.27501
10.2074,5.0288,77.8267,0.25676
10.1858,4.95048,76.3178,0.25232
9.43916,4.92996,75.7042,0.1905
10.4943,5.02013,75.862,0.27404
10.096,4.92946,77.337,0.24798
9.52572,4.95853,78.2298,0.2044
9.96535,4.96696,76.0425,0.23292
10.8282,4.99637,75.044,0.29755
9.80169,4.97938,77.9312,0.22677
